Gene stable ID	GO term accession	GO term name	GO term definition	GO term evidence code	GO domain	Gene name
ENSMUSG00000018672	GO:0030126	COPI vesicle coat	One of two multimeric complexes that forms a membrane vesicle coat. The mammalian COPI subunits are called alpha-, beta-, beta-, gamma-, delta-, epsilon- and zeta-COP. Vesicles with COPI coats are found associated with Golgi membranes at steady state.	IEA	cellular_component	Copz2
ENSMUSG00000018672	GO:0006890	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum	The directed movement of substances from the Golgi back to the endoplasmic reticulum, mediated by vesicles bearing specific protein coats such as COPI or COG.	IEA	biological_process	Copz2
ENSMUSG00000018672	GO:0016020	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.	IEA	cellular_component	Copz2
ENSMUSG00000018672	GO:0000139	Golgi membrane	The lipid bilayer surrounding any of the compartments of the Golgi apparatus.	IEA	cellular_component	Copz2
ENSMUSG00000018672	GO:0005794	Golgi apparatus	A compound membranous cytoplasmic organelle of eukaryotic cells, consisting of flattened, ribosome-free vesicles arranged in a more or less regular stack. The Golgi apparatus differs from the endoplasmic reticulum in often having slightly thicker membranes, appearing in sections as a characteristic shallow semicircle so that the convex side (cis or entry face) abuts the endoplasmic reticulum, secretory vesicles emerging from the concave side (trans or exit face). In vertebrate cells there is usually one such organelle, while in invertebrates and plants, where they are known usually as dictyosomes, there may be several scattered in the cytoplasm. The Golgi apparatus processes proteins produced on the ribosomes of the rough endoplasmic reticulum; such processing includes modification of the core oligosaccharides of glycoproteins, and the sorting and packaging of proteins for transport to a variety of cellular locations. Three different regions of the Golgi are now recognized both in terms of structure and function: cis, in the vicinity of the cis face, trans, in the vicinity of the trans face, and medial, lying between the cis and trans regions.	IEA	cellular_component	Copz2
ENSMUSG00000018672	GO:0003674	molecular_function	A molecular process that can be carried out by the action of a single macromolecular machine, usually via direct physical interactions with other molecular entities. Function in this sense denotes an action, or activity, that a gene product (or a complex) performs. These actions are described from two distinct but related perspectives: (1) biochemical activity, and (2) role as a component in a larger system/process.	ND	molecular_function	Copz2
ENSMUSG00000018672	GO:0015031	protein transport	The directed movement of proteins into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.	IEA	biological_process	Copz2
ENSMUSG00000018672	GO:0005737	cytoplasm	All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.	IEA	cellular_component	Copz2
ENSMUSG00000018672	GO:0031410	cytoplasmic vesicle	A vesicle found in the cytoplasm of a cell.	IEA	cellular_component	Copz2
ENSMUSG00000018672	GO:0005829	cytosol	The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes.	IEA	cellular_component	Copz2
ENSMUSG00000018672	GO:0016192	vesicle-mediated transport	A cellular transport process in which transported substances are moved in membrane-bounded vesicles; transported substances are enclosed in the vesicle lumen or located in the vesicle membrane. The process begins with a step that directs a substance to the forming vesicle, and includes vesicle budding and coating. Vesicles are then targeted to, and fuse with, an acceptor membrane.	IEA	biological_process	Copz2
ENSMUSG00000018672	GO:0030663	COPI-coated vesicle membrane	The lipid bilayer surrounding a COPI-coated vesicle.	IEA	cellular_component	Copz2
ENSMUSG00000018672	GO:0006886	intracellular protein transport	The directed movement of proteins in a cell, including the movement of proteins between specific compartments or structures within a cell, such as organelles of a eukaryotic cell.	IBA	biological_process	Copz2
ENSMUSG00000018672	GO:0033116	endoplasmic reticulum-Golgi intermediate compartment membrane	The lipid bilayer surrounding any of the compartments of the endoplasmic reticulum (ER)-Golgi intermediate compartment system.	IEA	cellular_component	Copz2
ENSMUSG00000018672	GO:0006890	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum	The directed movement of substances from the Golgi back to the endoplasmic reticulum, mediated by vesicles bearing specific protein coats such as COPI or COG.	IBA	biological_process	Copz2
ENSMUSG00000018672	GO:0030137	COPI-coated vesicle	A vesicle with a coat formed of the COPI coat complex proteins. COPI-coated vesicles are found associated with Golgi membranes at steady state, are involved in Golgi to endoplasmic reticulum (retrograde) vesicle transport, and possibly also in intra-Golgi transport.	ISS	cellular_component	Copz2
ENSMUSG00000018672	GO:0006891	intra-Golgi vesicle-mediated transport	The directed movement of substances within the Golgi, mediated by small transport vesicles. These either fuse with the cis-Golgi or with each other to form the membrane stacks known as the cis-Golgi reticulum (network).	IBA	biological_process	Copz2
ENSMUSG00000018672	GO:0030126	COPI vesicle coat	One of two multimeric complexes that forms a membrane vesicle coat. The mammalian COPI subunits are called alpha-, beta-, beta-, gamma-, delta-, epsilon- and zeta-COP. Vesicles with COPI coats are found associated with Golgi membranes at steady state.	ISO	cellular_component	Copz2
ENSMUSG00000018672	GO:0030126	COPI vesicle coat	One of two multimeric complexes that forms a membrane vesicle coat. The mammalian COPI subunits are called alpha-, beta-, beta-, gamma-, delta-, epsilon- and zeta-COP. Vesicles with COPI coats are found associated with Golgi membranes at steady state.	IBA	cellular_component	Copz2
ENSMUSG00000018672						Copz2
ENSMUSG00000018672						Copz2
ENSMUSG00000018672						Copz2
ENSMUSG00000033059	GO:0016740	transferase activity	Catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2.	IEA	molecular_function	Pygb
ENSMUSG00000033059	GO:0016757	transferase activity, transferring glycosyl groups	Catalysis of the transfer of a glycosyl group from one compound (donor) to another (acceptor).	IEA	molecular_function	Pygb
ENSMUSG00000033059	GO:0003824	catalytic activity	Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic.	IEA	molecular_function	Pygb
ENSMUSG00000033059	GO:0008152	metabolic process	The chemical reactions and pathways, including anabolism and catabolism, by which living organisms transform chemical substances. Metabolic processes typically transform small molecules, but also include macromolecular processes such as DNA repair and replication, and protein synthesis and degradation.	IEA	biological_process	Pygb
ENSMUSG00000033059	GO:0005737	cytoplasm	All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.	ISO	cellular_component	Pygb
ENSMUSG00000033059	GO:0042802	identical protein binding	Interacting selectively and non-covalently with an identical protein or proteins.	ISO	molecular_function	Pygb
ENSMUSG00000033059	GO:0030170	pyridoxal phosphate binding	Interacting selectively and non-covalently with pyridoxal 5 phosphate, 3-hydroxy-5-(hydroxymethyl)-2-methyl4-pyridine carboxaldehyde 5 phosphate, the biologically active form of vitamin B6.	IEA	molecular_function	Pygb
ENSMUSG00000033059	GO:0005975	carbohydrate metabolic process	The chemical reactions and pathways involving carbohydrates, any of a group of organic compounds based of the general formula Cx(H2O)y. Includes the formation of carbohydrate derivatives by the addition of a carbohydrate residue to another molecule.	IEA	biological_process	Pygb
ENSMUSG00000033059	GO:0005737	cytoplasm	All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.	IBA	cellular_component	Pygb
ENSMUSG00000033059	GO:0005977	glycogen metabolic process	The chemical reactions and pathways involving glycogen, a polydisperse, highly branched glucan composed of chains of D-glucose residues in alpha-(1->4) glycosidic linkage, joined together by alpha-(1->6) glycosidic linkages.	ISO	biological_process	Pygb
